일자,휴일구분,전체건수,성인건수,청소년건수,어린이건수,경로건수,유공자건수,장애인건수,3세미만건수,연간회원건수,평균기온,일강수량,평균상대습도,평균현지기압,미세먼지_PM10,미세먼지_PM25
2025-06-22,일요일,4393,1993,48,853,69,15,50,471,894,23.3,0,71.1,999.5,15,8
2025-06-23,평일,439,265,4,74,5,6,8,38,39,25.1,0,65.5,999.9,23,11
2025-06-24,평일,155,87,2,33,9,2,2,13,7,21.9,19.1,76.5,1000.3,17,10
2025-06-25,평일,239,95,48,52,1,0,12,12,19,21.2,1.3,84.8,999.5,12,4
2025-06-26,평일,347,208,3,48,3,6,1,23,55,22.9,0.1,80.6,1001.6,24,13
2025-06-27,평일,751,388,28,127,25,7,7,75,94,25.3,0,75.5,1001.1,29,19
2025-06-28,토요일,2246,954,37,402,39,4,21,166,623,27.5,0,79.1,999.9,25,15
2025-06-29,일요일,1824,842,27,356,21,4,28,156,390,28.7,0,71.9,1000.7,11,6
2025-06-30,평일,209,130,3,46,3,0,1,15,11,29.1,0,69.8,1003.3,11,3
2025-07-01,평일,155,79,3,31,5,0,15,7,15,29,0,73.9,1005.2,9,3
2025-07-02,평일,192,132,15,22,2,0,8,1,12,29.4,0,71.3,1005.2,11,4
2025-07-03,평일,147,77,2,48,2,0,2,7,9,28.6,0,69.1,1003.1,22,13
2025-07-04,평일,320,129,48,49,5,4,7,16,62,27.9,0,72.1,1000.4,21,11
2025-07-05,토요일,1477,598,84,272,17,6,36,91,373,28.6,0,71.1,999,16,5
2025-07-06,일요일,826,334,38,146,7,1,15,69,216,29,0,72.3,998,17,7
2025-07-07,평일,155,98,4,31,1,0,4,6,11,30,0,74.5,998.4,26,16
2025-07-08,평일,63,33,6,11,3,0,0,3,7,31.4,0,65.9,1000.2,29,19
2025-07-09,평일,70,40,4,9,7,0,3,6,1,31,0,48.1,1001.9,13,8
2025-07-10,평일,100,44,17,22,2,2,10,1,2,29.8,0,42.4,1003.3,11,4
2025-07-11,평일,245,140,2,16,5,0,34,18,30,29,0,44.9,1004.4,13,4
2025-07-12,토요일,1191,654,17,163,11,0,8,76,262,28.6,0,54.4,1001.6,18,6
2025-07-13,일요일,772,425,12,64,6,1,14,76,174,25.3,2.3,78.9,994.8,24,13
2025-07-14,평일,271,213,0,16,3,1,4,24,10,23.4,20.9,83.3,987.4,17,9
2025-07-15,평일,210,101,3,14,4,3,17,23,45,22.9,2,84.8,989.1,8,2
2025-07-16,평일,51,31,2,6,1,0,2,3,6,22.6,66.1,90.8,995,18,9
2025-07-17,휴일,31,19,6,4,0,0,0,0,2,22,168.4,96.6,997.3,9,3
2025-07-18,평일,113,65,3,8,0,4,4,7,22,24.3,0.1,90.3,999.1,11,4
2025-07-19,토요일,366,157,0,57,0,0,4,24,124,24.6,33.5,93.1,1001.9,6,1
2025-07-20,일요일,2345,1412,18,177,15,9,16,218,480,27.9,0,77.3,1004.9,16,5
2025-07-21,평일,210,159,3,15,1,1,0,16,15,28.4,0,76.1,1006.5,16,8
2025-07-22,평일,500,258,53,154,2,2,8,10,13,28.6,7.5,78,1006.8,10,3
2025-07-23,평일,760,639,20,52,20,0,2,11,16,28.9,0,75,1005.4,19,8
2025-07-24,평일,323,224,28,38,1,0,3,15,14,29.9,0,70.1,1003,23,13
2025-07-25,평일,393,244,67,19,1,2,0,27,33,30.4,0,68,1001.2,18,10
2025-07-26,토요일,993,360,76,192,10,2,10,48,295,30.6,0,66.8,999.9,11,5
2025-07-27,일요일,976,363,29,196,11,2,24,65,286,31.6,0,61.5,997.9,9,3
2025-07-28,평일,774,359,20,216,9,2,13,57,98,30.9,0,66.3,995.8,18,8
2025-07-29,평일,588,230,46,170,7,0,8,32,95,31.2,0,62.6,993.4,20,12
2025-07-30,평일,705,301,58,180,5,0,9,43,109,30.9,0,59.6,993.5,14,8
2025-07-31,평일,845,364,45,188,15,4,11,59,159,29.9,0,61.9,995.4,17,10
2025-08-01,평일,971,454,48,240,16,6,8,52,147,30.4,0,64.5,995.6,23,15
2025-08-02,토요일,1428,582,96,302,26,4,16,78,324,31.2,0,65.3,995.3,31,20
2025-08-03,일요일,1256,469,40,214,14,9,15,105,390,27.4,46.7,80.8,993.6,22,15
2025-08-04,평일,465,229,17,115,10,0,5,43,46,28.4,11.4,81,993.3,13,7
2025-08-05,평일,451,194,17,155,9,3,1,26,46,29.3,0,71,997.4,14,8
2025-08-06,평일,264,108,5,86,5,0,3,13,44,28,1.9,84.3,995.1,16,4
2025-08-07,평일,511,222,48,184,2,0,13,26,16,27.5,0,74.5,995.6,14,6
2025-08-08,평일,759,353,47,158,8,0,13,46,134,26.1,0,75,997.5,17,7
2025-08-09,토요일,1475,580,97,299,13,2,15,90,379,24.3,0.8,89.6,996.4,21,11
2025-08-10,일요일,2914,1158,86,487,22,5,36,266,854,26.2,0,73.5,994.5,15,8
2025-08-11,평일,960,515,89,203,7,2,9,28,107,24.3,2.3,86.4,997.8,16,6
2025-08-12,평일,832,330,35,200,13,8,16,54,176,24.3,0.2,82.8,1002.9,10,3
2025-08-13,평일,582,257,37,165,7,7,13,35,61,26.8,5.4,86,1005.6,11,3
2025-08-14,평일,1090,466,56,337,17,1,13,56,144,28.5,0,74.5,1007.7,10,2
2025-08-15,휴일,5223,2428,206,1168,54,7,88,441,831,28.9,0,78.6,1007.6,12,3
2025-08-16,토요일,4962,2400,146,1045,49,11,48,394,869,28.6,0,74.6,1006.4,13,3
2025-08-17,일요일,2465,1155,94,491,29,3,20,180,493,28.2,0,76.3,1007.3,12,5
2025-08-18,평일,758,330,22,158,14,6,12,45,171,29.2,0,70.9,1007.1,19,12
2025-08-19,평일,688,281,14,116,8,0,3,41,225,29,0,73,1004.5,10,3
2025-08-20,평일,378,193,5,88,7,2,12,26,45,29.5,0,70.9,1002.7,17,9
2025-08-21,평일,382,169,4,110,2,0,7,24,66,29.9,0,70.3,1002.8,14,6
2025-08-22,평일,1106,483,36,240,9,2,18,68,250,29.8,0,70.1,1002.1,14,8
2025-08-23,토요일,3886,1624,86,707,36,14,54,336,1029,29.2,0,73.1,1003.3,12,6
2025-08-24,일요일,2439,1127,72,411,30,16,35,180,568,30.6,0,65.3,1004.3,14,6
2025-08-25,평일,185,120,5,24,2,0,0,17,17,30.3,0,70,1002.9,15,3
2025-08-26,평일,515,427,4,44,1,1,1,11,26,26.2,36.8,87,1002,11,3
2025-08-27,평일,674,532,17,50,12,5,13,25,20,26.9,0,76.9,1003.9,10,5
2025-08-28,평일,555,465,2,52,4,0,5,13,14,28.1,0,72.8,1005.1,21,10
2025-08-29,평일,443,256,5,73,7,1,12,37,52,29.3,0,74.4,1006.6,11,4
2025-08-30,토요일,3905,2137,90,739,40,4,20,231,644,29.4,0,72,1006.6,8,3
2025-08-31,일요일,1279,566,33,269,11,1,13,89,297,27.9,0,76.9,1002.8,16,9
2025-09-01,평일,233,98,8,102,1,2,4,9,9,26.8,7.4,82.4,999.4,10,3
2025-09-02,평일,243,109,2,72,6,5,4,19,26,25.4,0.1,79.5,1002.3,12,5
2025-09-03,평일,217,108,3,32,4,0,6,29,35,26,8.8,79.4,1003.6,15,7
2025-09-04,평일,233,83,2,111,2,0,4,14,17,26.1,0.4,82.1,1002.3,14,5
2025-09-05,평일,800,261,331,103,3,5,9,46,42,28.1,0,72.3,1002.8,13,6
2025-09-06,토요일,4474,2278,75,924,44,11,54,320,768,28,23.3,76.3,1001.3,12,5
2025-09-07,일요일,1397,603,31,196,37,8,20,147,355,24.4,41.1,90.5,1001,11,3
2025-09-08,평일,360,195,4,51,7,0,15,55,33,22.2,0,85.5,1003.9,15,6
2025-09-09,평일,178,88,0,31,0,2,21,14,22,20.4,8.4,85.6,1005.7,14,4
2025-09-10,평일,902,594,37,139,10,3,20,45,54,23.8,0,78.4,1005.4,16,6
2025-09-11,평일,660,200,6,302,3,6,35,54,54,24.9,0,69.6,1008,15,3
2025-09-12,평일,755,279,42,328,4,2,19,57,24,22.8,24.4,83.3,1005.3,14,2
2025-09-13,토요일,4296,2267,71,768,43,21,35,322,769,25.1,20.1,83,998.9,11,3
2025-09-14,일요일,5287,2230,75,1085,46,13,69,619,1150,25.3,0,78.4,1004.2,12,5
2025-09-15,평일,566,332,5,127,14,1,11,42,34,25.3,0,81,1007.8,18,5
2025-09-16,평일,664,146,8,447,6,2,5,30,20,25.8,65.3,88,1005.2,16,5
2025-09-17,평일,51,29,0,4,2,0,2,4,10,23.5,48.7,93.3,1003.1,10,2
2025-09-18,평일,1634,236,227,1039,9,3,15,65,40,21.9,0,80.5,1007.9,15,4
2025-09-19,평일,1595,689,189,550,36,4,2,69,56,20.3,6,77.8,1008.3,12,2
2025-09-20,토요일,6527,3431,80,1478,58,26,65,518,871,20.1,53.6,90.6,1001.9,10,3
2025-09-21,일요일,6066,3045,44,1204,48,26,48,615,1036,21.6,0,75.3,1009.4,10,3
2025-09-22,평일,941,375,5,355,9,5,15,100,77,21.2,0,66.5,1012.8,10,3
2025-09-23,평일,1591,416,5,996,11,4,12,80,67,22.3,0,60.8,1011,11,3
2025-09-24,평일,939,150,6,683,9,4,32,24,31,22.9,11.5,81.3,1006.7,12,3
2025-09-25,평일,1319,48,393,867,3,0,2,4,2,22.2,14.8,96.4,1010.2,8,2
2025-09-26,평일,3559,838,214,2077,316,6,12,78,18,21.3,0,83.5,1011.7,24,13
2025-09-27,토요일,8580,4479,178,2160,65,21,69,456,1152,23.1,0,78.3,1009.4,25,13
2025-09-28,일요일,521,257,29,82,4,1,6,28,114,20.4,27.2,95.3,1003.6,14,6
2025-09-29,평일,1740,470,8,1093,11,8,16,80,54,19.9,0,80,1005.4,20,9
2025-09-30,평일,2341,376,917,892,12,3,25,73,43,19.3,0,79.8,1005.6,17,8
2025-10-01,평일,1261,323,103,622,8,11,25,57,112,20.3,0,75.9,1006.6,22,12
2025-10-02,평일,3453,423,2208,432,9,23,181,118,59,20.5,0,80.3,1009.9,25,14
2025-10-03,휴일,755,362,24,178,8,0,12,60,111,18.5,13.7,93.6,1008.2,12,6
2025-10-04,토요일,5589,3002,135,1307,145,12,55,360,573,20.7,1.5,94.6,1005.8,9,2
2025-10-05,일요일,4507,2437,125,979,162,47,62,343,352,21.7,0.9,94.5,1006.7,11,5
2025-10-06,휴일,1838,1045,64,393,87,11,24,110,104,19.9,31.2,95.5,1007.3,9,4
2025-10-07,휴일,2720,1463,99,593,112,26,43,183,201,19.9,12.9,95.8,1006.9,4,1
2025-10-08,휴일,11506,6070,351,2891,259,61,124,895,855,21.2,1.3,91.6,1008.6,8,2
2025-10-09,휴일,10194,5048,352,2420,199,79,124,929,1043,21.1,0,76,1012.2,10,2
2025-10-10,평일,5381,2597,248,1704,77,25,64,325,341,21.5,0,73.5,1009.5,18,4
2025-10-11,토요일,10236,5580,423,2427,92,36,151,572,955,23.1,0,72.9,1005.3,20,5
2025-10-12,일요일,3200,1494,93,614,46,12,38,345,558,20.9,0.8,88.3,1005.5,11,3
2025-10-13,평일,102,38,5,12,2,3,31,8,3,18.6,58.3,93.1,1006.5,7,1
2025-10-14,평일,1675,340,272,927,8,20,41,50,17,18.3,5.7,88.8,1009.1,4,1
2025-10-15,평일,1730,281,301,950,14,4,51,90,39,20.3,14.1,79.8,1010.7,9,2
2025-10-16,평일,2231,227,835,1040,13,4,19,64,29,19.4,30.6,88.8,1010.4,8,2
2025-10-17,평일,4313,706,2120,1137,15,35,68,157,75,19.8,20.9,81.8,1012.6,12,3
2025-10-18,토요일,5410,2671,245,1526,39,115,40,318,456,16.6,19.3,92.3,1011.7,10,6
2025-10-19,일요일,6114,3132,172,1409,71,27,87,435,781,16.3,0,79,1015.4,17,9
2025-10-20,평일,2304,1086,173,700,21,17,142,129,36,11.5,0,71.8,1019.2,25,10
2025-10-21,평일,3462,358,1199,1583,10,57,127,100,28,11.3,0,73.3,1020.7,22,10
2025-10-22,평일,2171,431,622,834,8,31,84,92,69,13.4,0,78,1019.7,15,9
2025-10-23,평일,3606,831,426,2034,35,22,67,136,55,15.8,0,76.6,1018.7,10,2
2025-10-24,평일,4768,906,1708,1838,45,6,83,105,77,15.7,0,76.4,1017.3,8,3
2025-10-25,토요일,9769,5046,419,2736,152,33,144,418,821,14.3,0,77.1,1013.5,19,9
2025-10-26,일요일,5410,2882,159,1308,71,19,69,403,499,13.2,0,74.9,1010.8,22,13
2025-10-27,평일,1094,473,29,397,23,16,47,77,32,9.5,0,53.4,1014.4,20,7
2025-10-28,평일,2275,268,813,912,14,8,180,47,33,8.5,0,63.3,1020,17,5
2025-10-29,평일,1893,411,590,703,11,5,53,74,46,9.6,0,67.5,1021.2,21,12
2025-10-30,평일,2187,415,745,660,38,39,144,95,51,10.2,0,75.3,1017.7,24,12
2025-10-31,평일,5376,894,2499,1458,50,56,184,151,84,12.6,0,75.9,1009,22,14
2025-11-01,토요일,7367,3538,178,2213,94,29,87,392,836,13.6,0.6,69,1005.9,22,11
2025-11-02,일요일,3985,1993,99,867,45,130,44,287,520,9.4,2.1,65.3,1011.7,21,6
2025-11-03,평일,994,337,228,231,13,16,74,71,24,7,0,64.6,1020.2,21,8
2025-11-04,평일,886,275,225,270,22,4,17,39,34,10.5,0,72.6,1018.4,23,12
2025-11-05,평일,1297,349,451,293,16,24,52,72,40,10.4,0,78.1,1016.2,32,23
2025-11-06,평일,1663,551,237,719,19,10,52,39,36,11.3,0,79.4,1016.2,35,28
2025-11-07,평일,2839,971,243,1168,24,38,195,123,77,13.3,0,73.6,1016.5,36,29
2025-11-08,토요일,6139,3126,183,1728,153,9,46,305,589,13.7,0.4,77.8,1014.3,27,16
2025-11-09,일요일,3941,2036,68,971,46,14,38,276,492,13.7,0,66.3,1009.2,39,16
2025-11-10,평일,742,400,3,180,11,10,16,65,57,8.9,0,42,1012.4,17,4
2025-11-11,평일,699,324,37,192,29,15,31,55,16,8.2,0,58.8,1015.1,21,10
2025-11-12,평일,575,266,28,134,14,10,52,53,18,8.8,0,70.6,1015.3,27,19
2025-11-13,평일,1611,380,672,385,20,13,44,63,34,9.3,0,70,1011.8,34,24
2025-11-14,평일,2211,647,509,766,21,36,86,106,40,8.5,0,66,1013.6,27,16
2025-11-15,토요일,6062,3118,191,1732,114,21,38,329,519,8.8,0,63,1018.5,25,15
2025-11-16,일요일,4275,2155,110,964,64,12,31,299,640,11.2,0.9,64.5,1017.9,21,15
2025-11-17,평일,540,324,34,114,7,3,6,34,18,5.6,0,52.8,1020.5,32,9
2025-11-18,평일,312,162,35,44,3,6,30,18,14,3,0,52.5,1019,24,10
2025-11-19,평일,583,167,200,117,38,5,20,20,16,4.4,0,55.3,1018,27,14
2025-11-20,평일,484,224,17,146,6,9,14,45,23,8.5,0,61.9,1016.3,29,17
2025-11-21,평일,856,406,34,254,8,9,62,55,28,7,0,56.1,1017.7,19,6
2025-11-22,토요일,4045,2197,131,1062,50,5,32,169,399,7.6,0,67.8,1017.8,24,15
2025-11-23,일요일,3261,1699,79,671,55,18,41,306,392,8.8,0,71.6,1014.5,27,24
2025-11-24,평일,639,365,24,103,13,3,33,63,35,12,0,72.4,1009.3,38,41
2025-11-25,평일,102,54,13,16,5,0,2,9,3,8,7,75.9,1008.5,46,37
2025-11-26,평일,740,229,282,152,10,3,7,37,20,7.2,0,64,1016.3,40,23
2025-11-27,평일,67,41,0,11,1,0,1,11,2,5.2,6.1,76.5,1008.6,34,15
2025-11-28,평일,777,290,156,220,5,12,19,46,29,3.7,0,50,1013.4,16,6
2025-11-29,토요일,3672,1914,121,969,30,6,25,233,374,6.6,0,62.9,1009.6,21,8
2025-11-30,일요일,3187,1599,73,620,48,7,27,284,529,13.9,0,70.4,1007.7,50,13
2025-12-01,평일,562,332,11,148,3,1,3,41,23,7.9,0,49.9,1011.9,41,15
2025-12-02,평일,241,120,28,58,0,4,7,16,8,2.2,0,43.9,1015.6,21,9
2025-12-03,평일,163,56,21,48,21,0,10,3,4,-3.2,0,49.4,1017.9,16,6
2025-12-04,평일,166,76,37,30,0,2,10,4,7,-1.6,1.1,61.1,1018.2,17,8
2025-12-05,평일,273,111,14,121,1,3,5,10,8,-1.1,0,54.3,1019.7,20,12
2025-12-06,토요일,1554,798,57,467,21,2,7,87,115,4.3,0,64,1013.5,15,7
2025-12-07,일요일,2678,1359,65,634,38,6,20,209,347,10.4,0,74.3,1012.5,50,37
2025-12-08,평일,296,191,5,59,1,0,0,32,8,4.9,0,33.8,1018.9,31,16
2025-12-09,평일,192,113,22,35,0,0,2,11,9,2.2,0,58.3,1020.1,19,9
2025-12-10,평일,323,185,25,45,3,2,21,25,17,5.1,0,66.5,1016.6,35,12
2025-12-11,평일,930,103,734,26,9,18,16,13,11,5,6.9,71.9,1013.5,29,16
2025-12-12,평일,431,183,85,96,2,0,9,30,26,3.1,0,58.8,1021.7,16,7
2025-12-13,토요일,610,247,43,193,5,7,25,28,62,3.6,10,82.4,1014.1,10,3
2025-12-14,일요일,917,463,42,171,21,7,7,63,143,1.1,0,78,1012.4,13,6
2025-12-15,평일,305,200,16,43,2,2,5,23,14,1.8,0,77.9,1016.8,22,9
2025-12-16,평일,237,130,28,27,7,4,2,25,14,5.7,0,79.1,1014,27,13
2025-12-17,평일,253,174,14,31,3,4,4,18,5,5.2,0,68.4,1015.6,38,19
2025-12-18,평일,282,161,40,52,3,2,3,17,4,2.4,0,62.8,1018.3,29,15
2025-12-19,평일,354,203,22,47,2,3,23,29,25,4.7,0,68.4,1013.5,33,15
2025-12-20,토요일,1273,614,78,268,15,1,17,173,107,7.7,2.8,82.3,1011.4,36,23
2025-12-21,일요일,1428,724,57,153,14,2,28,243,207,-0.1,0,45,1020.8,17,3
2025-12-22,평일,432,222,67,57,8,3,7,59,9,-0.5,0,55.6,1022.2,26,10
2025-12-23,평일,174,104,10,18,7,0,2,23,10,1.7,10.9,76.9,1014.4,24,10
2025-12-24,평일,263,173,17,19,3,1,4,35,11,2.6,3.1,88.4,1010.2,13,9
2025-12-25,휴일,2540,1391,162,342,11,0,24,343,267,-1.7,0,63.8,1012.7,21,8
2025-12-26,평일,373,211,26,58,9,0,11,54,4,-6.2,0,41.9,1019.1,14,4
2025-12-27,토요일,1081,546,40,171,16,0,13,162,133,-2.2,0.1,69.3,1017.9,19,9
2025-12-28,일요일,1459,728,41,130,19,4,16,239,282,3.6,0,77.5,1013.7,16,9
2025-12-29,평일,786,434,24,193,11,4,5,70,45,5.3,1,79.4,1010.6,36,24
2025-12-30,평일,757,409,27,172,15,0,12,61,61,0.4,0,46.9,1016.9,26,12
2025-12-31,평일,384,201,32,96,6,0,7,23,19,-3.4,0,44.8,1019.4,14,6
2026-01-01,휴일,735,437,38,160,7,0,21,34,38,-6.2,0,42,1018.1,12,4
2026-01-02,평일,419,255,22,107,3,2,1,22,7,-6.2,0,53.1,1017.5,16,5
2026-01-03,토요일,988,518,45,256,8,2,16,63,80,-2.9,0,65,1019.2,20,9
2026-01-04,일요일,1084,534,28,228,11,7,15,76,185,2.5,0,62.5,1015.8,29,19
2026-01-05,평일,418,238,18,85,14,2,9,28,24,-0.2,0,52.1,1014.6,21,11
2026-01-06,평일,242,123,19,54,6,1,21,13,5,-0.7,0,47.9,1015.4,21,8
2026-01-07,평일,251,145,7,67,6,6,4,11,5,1.3,0,54.6,1013,24,10
2026-01-08,평일,221,114,24,64,6,0,0,11,2,-3.6,0,37.8,1019.1,17,4
2026-01-09,평일,324,180,9,96,5,3,11,13,7,1.2,0,55.5,1012.9,14,4
2026-01-10,토요일,497,271,44,108,1,0,13,24,36,3.9,1.1,54.8,1005.1,43,11
2026-01-11,일요일,346,186,33,67,4,0,3,14,39,-5,0,48.3,1016.2,15,5
2026-01-12,평일,234,137,20,55,1,4,3,9,5,-1.5,1.3,68.4,1010.6,18,7
2026-01-13,평일,110,68,8,26,0,0,0,3,5,0.5,0.3,53.3,1010.2,31,12
2026-01-14,평일,179,107,19,34,0,3,7,6,3,-1,0,42.3,1014,19,5
2026-01-15,평일,413,218,25,91,8,1,11,31,28,7.9,0,73.3,1007.2,62,39
2026-01-16,평일,472,209,42,180,11,2,6,10,12,2.6,0,81,1010.8,65,42
2026-01-17,토요일,2223,1348,87,453,14,7,24,117,173,2.5,0,58.6,1013,49,33
2026-01-18,일요일,2088,1080,91,478,24,7,10,163,235,1.6,0,57.4,1013.1,44,35
2026-01-19,평일,278,156,8,69,2,0,13,18,12,-1,0.6,59.5,1015.9,28,20
2026-01-20,평일,116,82,4,19,1,0,3,3,4,-6.4,0,44.3,1019.5,24,9
2026-01-21,평일,187,77,35,54,4,0,6,5,6,-7.1,0,56.8,1019.5,17,7
2026-01-22,평일,61,38,5,14,0,0,0,4,0,-6.9,0,53.6,1020.4,18,5
2026-01-23,평일,224,125,25,40,3,2,5,10,14,-3.8,0,65.8,1018,26,15
2026-01-24,토요일,703,329,60,233,10,0,8,24,39,-3,0.9,53.8,1018,22,12
2026-01-25,일요일,806,419,68,179,9,3,13,27,88,-4,0,43.9,1022,15,6
2026-01-26,평일,471,216,156,68,2,0,13,14,2,-3.5,0,56.8,1018.3,21,10
2026-01-27,평일,221,129,17,54,4,2,4,7,4,-1.8,0,47.9,1018,26,13
2026-01-28,평일,215,103,36,51,6,0,2,10,7,-4,0,35.9,1021.3,24,7
2026-01-29,평일,202,90,19,62,2,3,13,5,8,-3,0,41.8,1022,24,11
2026-01-30,평일,310,164,26,88,7,2,9,8,6,-4.6,0,40,1022.5,22,7
2026-01-31,토요일,1070,546,107,233,10,1,10,48,115,-3.6,0,49,1020.2,27,17
2026-02-01,일요일,1093,555,59,252,11,2,22,44,148,-1,0.1,51,1018.2,31,21
2026-02-02,평일,252,186,7,36,1,2,4,9,7,-1.9,2.4,64.8,1019.1,25,16
2026-02-03,평일,188,122,13,32,2,0,4,4,11,-0.5,0,63.5,1021,27,16
2026-02-04,평일,306,162,26,53,7,4,7,30,17,2.1,0,68.3,1014.5,36,31
2026-02-05,평일,528,262,29,137,13,1,23,36,27,4.8,0,66.3,1010.7,44,39
2026-02-06,평일,263,125,18,95,3,0,4,13,5,-2.9,0,38.4,1015.8,53,15
2026-02-07,토요일,770,390,100,191,4,0,9,25,51,-5.7,0,39.8,1016.6,33,5
2026-02-08,일요일,434,206,64,76,3,2,10,21,52,-6.7,0,50.4,1020.8,23,9
2026-02-09,평일,387,189,48,94,4,3,6,18,25,-2,0,55.3,1020.1,21,7
2026-02-10,평일,173,73,20,57,0,1,2,7,13,1.5,0,71.1,1013.2,24,17
2026-02-11,평일,334,141,48,106,6,0,8,12,13,3.1,0,73.9,1013.3,34,30
2026-02-12,평일,374,187,23,96,5,5,16,18,24,2.6,0,61.5,1014.7,46,31
2026-02-13,평일,681,382,69,144,10,0,18,28,30,4.6,0,65.4,1012,69,44
2026-02-14,토요일,2689,1305,95,605,3,6,24,220,431,6.6,0,73.3,1009,77,49
2026-02-15,일요일,3278,1737,130,741,6,11,24,260,369,5.8,0,60.9,1012,61,31
2026-02-16,평일,3680,2039,110,853,1,16,36,383,242,2.1,0,45.8,1015.7,39,12
2026-02-17,평일,3557,1906,132,737,2,17,59,457,247,1.9,0,52.8,1014.7,34,14
2026-02-18,평일,3331,1649,124,760,3,13,46,348,388,3.5,0,49,1013.7,33,12
2026-02-19,평일,1160,604,73,328,19,6,20,72,38,2.1,0,47.9,1015.8,24,8
2026-02-20,평일,1410,734,101,386,13,5,8,105,58,5.6,0,49,1010.2,41,24
2026-02-21,토요일,8201,4233,272,2101,66,16,60,609,844,10.6,0,44.6,1004.1,50,28
2026-02-22,일요일,3104,1567,160,738,30,12,42,232,323,9.4,0,44.8,1003.8,100,15
2026-02-23,평일,1306,624,125,380,21,5,41,49,61,3,0,31.8,1017,28,3
2026-02-24,평일,84,30,13,34,2,2,3,0,0,0.8,9.3,71.4,1016.2,30,9
2026-02-25,평일,1490,725,50,449,27,4,27,115,93,6.3,0,66.6,1014.7,25,9
2026-02-26,평일,3075,1373,131,1042,65,10,34,249,171,7.7,0,61.6,1011.5,22,4
2026-02-27,평일,3161,1453,133,1127,27,1,19,214,187,8.2,0,68.3,1007.9,23,5
2026-02-28,토요일,8158,4370,316,2253,89,7,21,545,557,7.9,0,63,1013.4,25,9
2026-03-01,일요일,7811,4212,247,1969,73,24,79,503,704,8.6,0,57.3,1015.5,30,8
2026-03-02,평일,197,86,18,44,0,0,5,6,38,5.9,17.5,80.3,1011.5,13,3
2026-03-03,평일,197,104,1,26,5,3,7,17,34,6.9,0.1,70.8,1013.5,12,2
2026-03-04,평일,221,137,0,19,10,2,6,26,21,6.5,0,55.9,1016.4,26,9
2026-03-05,평일,1201,1120,6,7,8,2,5,29,24,7.4,7,69.3,1014.2,36,20
2026-03-06,평일,104,68,0,10,1,1,3,6,15,2,7.3,76.5,1014.3,30,16
2026-03-07,토요일,1709,819,70,316,21,3,33,145,302,1.5,0,51,1019.1,32,13
2026-03-08,일요일,2229,1071,70,424,17,5,32,190,420,2.2,0,46.9,1019.9,29,12
2026-03-09,평일,143,100,4,12,1,2,3,10,11,2.8,0,56.4,1019.1,48,27
2026-03-10,평일,172,111,0,9,10,4,4,19,15,3.6,0,56.1,1018.4,57,36
2026-03-11,평일,234,135,6,21,5,3,25,17,22,4.9,0,52.9,1017.5,47,28
2026-03-12,평일,221,134,3,30,11,2,2,17,22,6.8,0,58.4,1018.3,50,33
2026-03-13,평일,400,239,0,51,2,0,19,61,28,7.4,0,46.4,1021.1,21,7
2026-03-14,토요일,4695,2329,100,1160,52,11,57,394,592,7.6,0,45.3,1020.3,27,14
2026-03-15,일요일,2120,1027,77,488,14,1,22,167,324,6.2,0,66.4,1017.8,48,35
2026-03-16,평일,362,229,0,44,9,3,6,39,32,7.5,0,60.9,1015,48,31
2026-03-17,평일,383,218,5,40,6,1,50,44,19,9.3,0,46.1,1012.9,46,28
2026-03-18,평일,37,23,0,5,0,0,1,8,0,6.2,9.5,87.8,1006.8,34,27
2026-03-19,평일,324,209,1,54,3,1,17,25,14,6,0,51.1,1010.6,38,17
2026-03-20,평일,622,337,8,101,18,11,21,73,53,6.9,0,57.5,1013,37,14
2026-03-21,토요일,6262,3155,165,1513,57,10,85,543,734,8.9,0,51.6,1015.3,38,21
2026-03-22,일요일,5617,2774,102,1246,48,16,65,520,846,10.6,0,36.1,1011.3,34,19
2026-03-23,평일,797,446,5,114,12,8,52,107,53,11.8,0,35.5,1011.4,38,17
2026-03-24,평일,600,311,10,87,9,5,85,57,36,13.4,0,44.5,1009.5,51,29
2026-03-25,평일,507,306,5,52,18,3,14,69,40,13.3,0,50,1006.3,45,23
2026-03-26,평일,607,279,12,138,17,6,46,72,37,13.1,0,50.8,1007.4,52,27
2026-03-27,평일,918,467,9,253,28,3,13,103,42,13.3,0,47.3,1006.1,62,32
2026-03-28,토요일,7953,4028,161,2099,90,27,86,739,723,13.2,0,50.9,1007.6,51,29
2026-03-29,일요일,6587,3318,136,1566,81,10,61,528,887,13.9,0,38.8,1008,32,17
2026-03-30,평일,605,335,7,129,5,0,11,79,39,12.9,11.3,61.4,1004.8,35,14
2026-03-31,평일,342,178,2,49,10,5,6,46,46,14,17.2,72.3,1002,21,6
2026-04-01,평일,669,349,9,202,7,2,13,60,27,13.3,0,61.5,1005.2,27,14
2026-04-02,평일,829,477,5,130,28,6,31,105,47,11.6,0,54.4,1007.8,39,22
2026-04-03,평일,1293,597,265,232,27,6,21,91,54,14.6,0,57.4,1005.4,54,35
2026-04-04,토요일,2782,1357,42,730,31,9,71,177,365,11.5,33.8,86.3,994.8,19,9
2026-04-05,일요일,6799,3445,140,1448,106,31,89,460,1080,11.6,0,54.3,1001.2,32,16
2026-04-06,평일,517,242,4,178,12,2,21,44,14,10,7.3,77.1,1002.8,27,12
